tema,vibe,pergunta,indicador,M1,M2,M3,M4
4 - A relação com Marcas,BRAND UTILITY,Q81 (ANTIGA Q64). Você se lembra de alguma marca ter realizado algum tipo de ação relacionada ao contexto do Coronavírus? ,Lembram de alguma marca ter realizado algum tipo de ação,35.90,42.50,44.37,40.05
4 - A relação com Marcas,BRAND UTILITY,Q81 (ANTIGA Q64). Você se lembra de alguma marca ter realizado algum tipo de ação relacionada ao contexto do Coronavírus? ,Não lembram de alguma marca ter realizado algum tipo de ação,64.10,57.50,55.64,59.95
4 - A relação com Marcas,BRAND UTILITY,Q83 (ANTIGA Q56). Qual sua percepção sobre marcas que estão realizando algum tipo de trabalho para ajudar a sociedade durante a crise do coronavírus?,Acho essencial e admirável a atuação de marcas para ajudar a sociedade,76.55,70.23,70.96,67.55
4 - A relação com Marcas,BRAND UTILITY,Q83 (ANTIGA Q56). Qual sua percepção sobre marcas que estão realizando algum tipo de trabalho para ajudar a sociedade durante a crise do coronavírus?,"Acho bom, mas não acredito que seja função de empresas e marcas ajudar a sociedade",8.08,9.58,9.90,11.58
4 - A relação com Marcas,BRAND UTILITY,Q83 (ANTIGA Q56). Qual sua percepção sobre marcas que estão realizando algum tipo de trabalho para ajudar a sociedade durante a crise do coronavírus?,Sou indiferente a empresas e marcas ajudarem a sociedade,8.10,10.45,8.82,11.03
4 - A relação com Marcas,BRAND UTILITY,Q83 (ANTIGA Q56). Qual sua percepção sobre marcas que estão realizando algum tipo de trabalho para ajudar a sociedade durante a crise do coronavírus?,Não acham que marcas deveriam atuar para ajudar a sociedade,1.55,1.35,1.58,1.35
4 - A relação com Marcas,BRAND UTILITY,Q83 (ANTIGA Q56). Qual sua percepção sobre marcas que estão realizando algum tipo de trabalho para ajudar a sociedade durante a crise do coronavírus?,Não sabem dizer sobre a atuação demarcas para ajudar a sociedade,5.73,8.40,8.75,8.50
4 - A relação com Marcas,BRAND UTILITY,"Q84 (ANTIGA Q75). Na sua opinião,  como marcas e empresas podem ter um papel mais ativo frente ao contexto do Coronavírus?",Marcas e empresas podem ajudar fazendo doações,0.00,71.45,69.11,64.98
4 - A relação com Marcas,BRAND UTILITY,"Q84 (ANTIGA Q75). Na sua opinião,  como marcas e empresas podem ter um papel mais ativo frente ao contexto do Coronavírus?",Marcas e empresas podem ajudar na concientização,0.00,55.35,55.24,55.95
4 - A relação com Marcas,BRAND UTILITY,"Q84 (ANTIGA Q75). Na sua opinião,  como marcas e empresas podem ter um papel mais ativo frente ao contexto do Coronavírus?","Marcas e empresas podem oferecer produtos, insumos, estrutura",0.00,45.85,44.07,41.68
4 - A relação com Marcas,BRAND UTILITY,"Q84 (ANTIGA Q75). Na sua opinião,  como marcas e empresas podem ter um papel mais ativo frente ao contexto do Coronavírus?",Marcas e empresas podem ajudar não demitindo / dando férias remuneradas aos funcionários,0.00,63.53,60.06,59.03
4 - A relação com Marcas,BRAND UTILITY,"Q84 (ANTIGA Q75). Na sua opinião,  como marcas e empresas podem ter um papel mais ativo frente ao contexto do Coronavírus?",Marcas e empresas podem ajudar liberando o Home Office,0.00,48.63,48.56,47.33
4 - A relação com Marcas,BRAND UTILITY,"Q84 (ANTIGA Q75). Na sua opinião,  como marcas e empresas podem ter um papel mais ativo frente ao contexto do Coronavírus?","Marcas e empresas podem ajudar facilitando compra, pagamento, acesso aos produtos",0.00,49.28,48.14,46.98
4 - A relação com Marcas,BRAND UTILITY,"Q84 (ANTIGA Q75). Na sua opinião,  como marcas e empresas podem ter um papel mais ativo frente ao contexto do Coronavírus?",Marcas e empresas podem ajudar fazendo promoções/ Descontos/ Auxilio financeiro,0.00,49.53,48.36,47.03
4 - A relação com Marcas,BRAND UTILITY,"Q84 (ANTIGA Q75). Na sua opinião,  como marcas e empresas podem ter um papel mais ativo frente ao contexto do Coronavírus?",Não sabem como as empresas podem ajudar,0.00,6.45,7.02,7.70
4 - A relação com Marcas,BRAND UTILITY,Q85 (ANTIGA Q68). O quanto você se sente mais disposto a comprar de marcas que estão praticando um papel mais ativo frente ao contexto do Coronavírus?,Muito mais dispostos a comprar de marcas que estão praticando um papel mais ativo ,33.20,37.53,39.54,35.88
4 - A relação com Marcas,BRAND UTILITY,Q85 (ANTIGA Q68). O quanto você se sente mais disposto a comprar de marcas que estão praticando um papel mais ativo frente ao contexto do Coronavírus?,Mais dispostos a comprar de marcas que estão praticando um papel mais ativo ,32.30,32.43,31.89,32.70
4 - A relação com Marcas,BRAND UTILITY,Q85 (ANTIGA Q68). O quanto você se sente mais disposto a comprar de marcas que estão praticando um papel mais ativo frente ao contexto do Coronavírus?,Indiferentes a comprar de marcas que estão praticando um papel mais ativo ,31.90,26.75,24.82,28.25
4 - A relação com Marcas,BRAND UTILITY,Q85 (ANTIGA Q68). O quanto você se sente mais disposto a comprar de marcas que estão praticando um papel mais ativo frente ao contexto do Coronavírus?,Menos dispostos a comprar de marcas que estão praticando um papel mais ativo ,1.10,1.58,1.63,1.60
4 - A relação com Marcas,BRAND UTILITY,Q85 (ANTIGA Q68). O quanto você se sente mais disposto a comprar de marcas que estão praticando um papel mais ativo frente ao contexto do Coronavírus?, Muito menos dispostos a comprar de marcas que estão praticando um papel mais ativo ,1.50,1.73,2.13,1.58
4 - A relação com Marcas,,Q86 (ANTIGA Q58). Em quanto tempo você acredita que a situação irá melhorar? (Que o vírus estará controlado),Acreditam que a situação irá melhorar em uma semana,2.63,2.48,2.00,1.65
4 - A relação com Marcas,,Q86 (ANTIGA Q58). Em quanto tempo você acredita que a situação irá melhorar? (Que o vírus estará controlado),Acreditam que a situação irá melhorar em duas semanas ,5.28,4.18,2.68,2.10
4 - A relação com Marcas,,Q86 (ANTIGA Q58). Em quanto tempo você acredita que a situação irá melhorar? (Que o vírus estará controlado),Acreditam que a situação irá melhorar em um mês ,18.80,13.08,9.42,7.75
4 - A relação com Marcas,,Q86 (ANTIGA Q58). Em quanto tempo você acredita que a situação irá melhorar? (Que o vírus estará controlado),Acreditam que a situação irá melhorar em dois a três meses,36.18,30.55,23.17,19.65
4 - A relação com Marcas,,Q86 (ANTIGA Q58). Em quanto tempo você acredita que a situação irá melhorar? (Que o vírus estará controlado),Acreditam que a situação irá melhorar em três a seis meses,21.18,21.53,22.52,20.93
4 - A relação com Marcas,,Q86 (ANTIGA Q58). Em quanto tempo você acredita que a situação irá melhorar? (Que o vírus estará controlado),Acreditam que a situação irá melhorar em 6 meses a um ano,11.58,18.30,25.12,27.40
4 - A relação com Marcas,,Q86 (ANTIGA Q58). Em quanto tempo você acredita que a situação irá melhorar? (Que o vírus estará controlado),Acreditam que a situação irá melhorar em mais de um ano,4.38,9.90,15.10,20.53
4 - A relação com Marcas,,Q87 (ANTIGA Q78). O que mais incomoda em relação ao período de  situação de isolamento social (quarentena) ?,Que seja uma situação provisória é o que mais incomoda em relação ao período de isolamento,0.00,9.25,9.30,9.08
4 - A relação com Marcas,DESEJO DE IMUNIDADE ,Q87 (ANTIGA Q78). O que mais incomoda em relação ao período de  situação de isolamento social (quarentena) ?,A possibilidade de ser uma situação permanente é o que mais incomoda em relação ao período de isolamento,0.00,17.15,18.60,19.93
4 - A relação com Marcas,DESEJO DE IMUNIDADE ,Q87 (ANTIGA Q78). O que mais incomoda em relação ao período de  situação de isolamento social (quarentena) ?,Não ter clareza a respeito da duração dessa situação é o que mais incomoda em relação ao período de isolamento,0.00,66.05,63.96,63.13
4 - A relação com Marcas,,Q87 (ANTIGA Q78). O que mais incomoda em relação ao período de  situação de isolamento social (quarentena) ?,Não sabem o que mais incomoda em relação ao período de isolamento,0.00,5.38,6.27,5.85
4 - A relação com Marcas,,Q88 (ANTIGA Q70). Qual ou quais desses grupos você acredita que serão mais impactados pelos desdobramentos do cenário de combate ao Coronavírus?,Idosos serão mais impactados pelos desdobramentos do cenário atual,65.60,60.40,55.91,55.93
4 - A relação com Marcas,,Q88 (ANTIGA Q70). Qual ou quais desses grupos você acredita que serão mais impactados pelos desdobramentos do cenário de combate ao Coronavírus?,Crianças (Atrasos na Educação) serão mais impactadas pelos desdobramentos do cenário atual,43.00,45.68,47.61,49.00
4 - A relação com Marcas,EMPATIA FINANCEIRA,Q88 (ANTIGA Q70). Qual ou quais desses grupos você acredita que serão mais impactados pelos desdobramentos do cenário de combate ao Coronavírus?,Profissionais autônomos/ pequenas e médias empresas serão mais impactados pelos desdobramentos do cenário atual,66.00,66.40,65.81,62.68
4 - A relação com Marcas,EMPATIA FINANCEIRA,Q88 (ANTIGA Q70). Qual ou quais desses grupos você acredita que serão mais impactados pelos desdobramentos do cenário de combate ao Coronavírus?,Pequenos Comerciantes  serão mais impactados pelos desdobramentos do cenário atual,66.50,67.10,67.26,66.38
4 - A relação com Marcas,,Q88 (ANTIGA Q70). Qual ou quais desses grupos você acredita que serão mais impactados pelos desdobramentos do cenário de combate ao Coronavírus?,Empresários serão mais impactados pelos desdobramentos do cenário atual,29.80,27.48,27.72,28.53
4 - A relação com Marcas,,Q88 (ANTIGA Q70). Qual ou quais desses grupos você acredita que serão mais impactados pelos desdobramentos do cenário de combate ao Coronavírus?,População LGBTQA+ serão os mais impactados pelos desdobramentos do cenário atual,6.40,6.53,8.02,8.60
4 - A relação com Marcas,,Q88 (ANTIGA Q70). Qual ou quais desses grupos você acredita que serão mais impactados pelos desdobramentos do cenário de combate ao Coronavírus?,População Carcerária serão os mais impactados pelos desdobramentos do cenário atual,17.90,18.40,17.05,18.40
4 - A relação com Marcas,EMPATIA FINANCEIRA,Q88 (ANTIGA Q70). Qual ou quais desses grupos você acredita que serão mais impactados pelos desdobramentos do cenário de combate ao Coronavírus?,População em situação de rua serão os mais impactados pelos desdobramentos do cenário atual,59.90,57.73,54.81,53.13
4 - A relação com Marcas,EMPATIA FINANCEIRA,Q88 (ANTIGA Q70). Qual ou quais desses grupos você acredita que serão mais impactados pelos desdobramentos do cenário de combate ao Coronavírus?,Comunidades carentes/favelas serão os mais impactados pelos desdobramentos do cenário atual,64.30,62.35,61.89,58.18
4 - A relação com Marcas,,Q88 (ANTIGA Q70). Qual ou quais desses grupos você acredita que serão mais impactados pelos desdobramentos do cenário de combate ao Coronavírus?,Não sabem opinar a respeito de quem serão os mais impactados pelos desdobramentos do cenário atual,4.20,5.33,6.00,6.48
4 - A relação com Marcas,,Q89  Qual a primeira coisa que você pretende fazer quando a quarentena acabar? ,Pretendem trabalhar quando a quarentena acabar,0.00,25.85,25.32,22.43
4 - A relação com Marcas,,Q89  Qual a primeira coisa que você pretende fazer quando a quarentena acabar? ,Pretendem sair/ sair na rua quando a quarentena acabar,0.00,32.05,31.39,28.38
4 - A relação com Marcas,,Q89  Qual a primeira coisa que você pretende fazer quando a quarentena acabar? ,Pretendem passear quando a quarentena acabar,0.00,40.58,39.59,39.63
4 - A relação com Marcas,,Q89  Qual a primeira coisa que você pretende fazer quando a quarentena acabar? ,Pretendem viajar quando a quarentena acabar,0.00,24.13,28.37,32.25
4 - A relação com Marcas,CORONALOVE,Q89  Qual a primeira coisa que você pretende fazer quando a quarentena acabar? ,Pretendem ver/ visitar familiares/amigos quando a quarentena acabar,0.00,41.45,41.19,41.20
4 - A relação com Marcas,,Q89  Qual a primeira coisa que você pretende fazer quando a quarentena acabar? ,Pretendem ir na igreja quando a quarentena acabar,0.00,29.48,28.07,27.85
4 - A relação com Marcas,,Q89  Qual a primeira coisa que você pretende fazer quando a quarentena acabar? ,Pretendem ir a academia/ Treinar/ Esportes quando a quarentena acabar,0.00,18.55,17.50,18.33
4 - A relação com Marcas,,Q89  Qual a primeira coisa que você pretende fazer quando a quarentena acabar? ,Pretendem comemorar/ beber quando a quarentena acabar,0.00,18.68,19.60,19.08
4 - A relação com Marcas,,Q89  Qual a primeira coisa que você pretende fazer quando a quarentena acabar? ,Pretendem ir a praia quando a quarentena acabar,0.00,21.35,24.90,25.45
4 - A relação com Marcas,,Q89  Qual a primeira coisa que você pretende fazer quando a quarentena acabar? ,Pretendem ir ao cinema quando a quarentena acabar,0.00,23.45,24.99,25.20
4 - A relação com Marcas,,Q89  Qual a primeira coisa que você pretende fazer quando a quarentena acabar? ,Pretendem abraçar/beijar pessoas queridas quando a quarentena acabar,0.00,35.75,34.12,33.28
4 - A relação com Marcas,,Q89  Qual a primeira coisa que você pretende fazer quando a quarentena acabar? ,Pretendem voltar a rotina normal quando a quarentena acabar,0.00,40.10,35.52,32.90
4 - A relação com Marcas,,Q89  Qual a primeira coisa que você pretende fazer quando a quarentena acabar? ,Pretendem agradecer quando a quarentena acabar,0.00,36.55,34.47,33.98
4 - A relação com Marcas,,Q89  Qual a primeira coisa que você pretende fazer quando a quarentena acabar? ,Pretendem procurar emprego quando a quarentena acabar,0.00,14.20,15.40,14.95
4 - A relação com Marcas,,Q89  Qual a primeira coisa que você pretende fazer quando a quarentena acabar? ,Pretendem voltar a estudar/ continuar estudos quando a quarentena acabar,0.00,17.75,15.90,15.70
4 - A relação com Marcas,,Q89  Qual a primeira coisa que você pretende fazer quando a quarentena acabar? ,Pretendem fazer um churrasco quando a quarentena acabar,0.00,17.68,18.37,18.53
4 - A relação com Marcas,,Q89  Qual a primeira coisa que você pretende fazer quando a quarentena acabar? ,Pretendem fazer atividades ao ar livre quando a quarentena acabar,0.00,21.43,21.55,21.08
4 - A relação com Marcas,,Q89  Qual a primeira coisa que você pretende fazer quando a quarentena acabar? ,Pretendem fazer sexo quando a quarentena acabar,0.00,16.43,15.72,14.75
4 - A relação com Marcas,,Q89  Qual a primeira coisa que você pretende fazer quando a quarentena acabar? ,Pretendem comer fora/ almoço em família quando a quarentena acabar,0.00,27.93,28.97,26.90
4 - A relação com Marcas,,Q89  Qual a primeira coisa que você pretende fazer quando a quarentena acabar? ,Pretendem viver quando a quarentena acabar,0.00,29.05,26.84,26.20
4 - A relação com Marcas,,Q89  Qual a primeira coisa que você pretende fazer quando a quarentena acabar? ,Não sabem o que pretendem quando a quarentena acabar,0.00,3.28,4.43,3.73
4 - A relação com Marcas,,"Q90. Na sua opinião, quando o isolamento acabar, o que terá mudado no dia a dia das pessoas? ",Hábitos de Higiene serão diferentes quando a quarentena acabar,0.00,56.03,57.66,57.95
4 - A relação com Marcas,EMPATIA FINANCEIRA,"Q90. Na sua opinião, quando o isolamento acabar, o que terá mudado no dia a dia das pessoas? ",Maior desemprego (falta de vagas) será uma realidade quando a quarentena acabar,0.00,56.20,54.99,52.68
4 - A relação com Marcas,,"Q90. Na sua opinião, quando o isolamento acabar, o que terá mudado no dia a dia das pessoas? ",Sistema de saúde será diferenteo quando a quarentena acabar,0.00,41.30,42.54,37.78
4 - A relação com Marcas,,"Q90. Na sua opinião, quando o isolamento acabar, o que terá mudado no dia a dia das pessoas? ",Regras de segurança serão diferentes quando a quarentena acabar,0.00,27.83,32.99,32.78
4 - A relação com Marcas,,"Q90. Na sua opinião, quando o isolamento acabar, o que terá mudado no dia a dia das pessoas? ","Hábitos sociais (reuniões, encontros, festas) serão diferentes quando a quarentena acabar",0.00,42.43,45.99,43.33
4 - A relação com Marcas,,"Q90. Na sua opinião, quando o isolamento acabar, o que terá mudado no dia a dia das pessoas? ",Ir a academia/ Treinar/ Esportes será diferente quando a quarentena acabar,0.00,11.13,12.75,13.60
4 - A relação com Marcas,,"Q90. Na sua opinião, quando o isolamento acabar, o que terá mudado no dia a dia das pessoas? ",Comemorar/ beber será diferente quando a quarentena acabar,0.00,12.83,15.40,15.08
4 - A relação com Marcas,,"Q90. Na sua opinião, quando o isolamento acabar, o que terá mudado no dia a dia das pessoas? ",Não sabem o que será diferente quando a quarentena acabar,0.00,8.67,7.80,8.83
4 - A relação com Marcas,REDESCOBERTA DO LAR,Q91 (ANTIGA Q60). Quais novos hábitos você acha que podem passar a fazer parte da sua vida mesmo depois do final da quarentena?,Trabalhar de casa pode passar a fazer parte da vida,11.96,14.91,16.25,16.33
4 - A relação com Marcas,EGODEMIA; INFOSTESIA,Q91 (ANTIGA Q60). Quais novos hábitos você acha que podem passar a fazer parte da sua vida mesmo depois do final da quarentena?,Passar mais tempo com a família pode passar a fazer parte da vida,19.74,15.90,15.09,15.37
4 - A relação com Marcas,,Q91 (ANTIGA Q60). Quais novos hábitos você acha que podem passar a fazer parte da sua vida mesmo depois do final da quarentena?,"Fazer mais as atividades domésticas (limpeza, comida etc) pode passar a fazer parte da vida",5.20,5.42,5.09,4.81
4 - A relação com Marcas,REDESCOBERTA DO LAR,Q91 (ANTIGA Q60). Quais novos hábitos você acha que podem passar a fazer parte da sua vida mesmo depois do final da quarentena?,Estudar parte do tempo em casa pode passar a fazer parte da vida,7.08,4.48,4.09,4.83
4 - A relação com Marcas,EGODEMIA,Q91 (ANTIGA Q60). Quais novos hábitos você acha que podem passar a fazer parte da sua vida mesmo depois do final da quarentena?,Falar mais com amigos/ família através de alguma ferramenta online pode passar a fazer parte da vida,6.03,6.01,5.33,5.25
4 - A relação com Marcas,,Q91 (ANTIGA Q60). Quais novos hábitos você acha que podem passar a fazer parte da sua vida mesmo depois do final da quarentena?,Fazer mais compras online pode passar a fazer parte da vida,3.15,4.23,4.83,4.93
4 - A relação com Marcas,,Q91 (ANTIGA Q60). Quais novos hábitos você acha que podem passar a fazer parte da sua vida mesmo depois do final da quarentena?,Fazer mais pedidos por delivery pode passar a fazer parte da vida,1.50,2.51,2.77,3.08
4 - A relação com Marcas,,Q91 (ANTIGA Q60). Quais novos hábitos você acha que podem passar a fazer parte da sua vida mesmo depois do final da quarentena?,Fazer mais ligações de voz pode passar a fazer parte da vida,2.19,2.08,1.85,1.72
4 - A relação com Marcas,EGODEMIA,Q91 (ANTIGA Q60). Quais novos hábitos você acha que podem passar a fazer parte da sua vida mesmo depois do final da quarentena?,Ter um cuidado diferente com a higiene pode passar a fazer parte da vida,34.40,31.14,28.96,26.18
4 - A relação com Marcas,EGODEMIA,Q91 (ANTIGA Q60). Quais novos hábitos você acha que podem passar a fazer parte da sua vida mesmo depois do final da quarentena?,Mudar meu meio de transporte/deslocamento pode passar a fazer parte da vida,2.15,1.76,1.69,2.20
4 - A relação com Marcas,,Q91 (ANTIGA Q60). Quais novos hábitos você acha que podem passar a fazer parte da sua vida mesmo depois do final da quarentena?,Usar máscaras no dia a dia pode passar a fazer parte da vida,2.71,8.78,12.21,14.02
4 - A relação com Marcas,QUARENTENA RELATIVA; DESEJO DE IMUNIDADE ,Q93 (ADICIONADA ONDA 14). Qual das opções abaixo reflete mais a sua opinião em relação à evolução dos casos de Coronavírus no Brasil?,Estamos prontos para voltar à vida normal,0.00,0.00,0.00,4.87
4 - A relação com Marcas,QUARENTENA RELATIVA; DESEJO DE IMUNIDADE ,Q93 (ADICIONADA ONDA 14). Qual das opções abaixo reflete mais a sua opinião em relação à evolução dos casos de Coronavírus no Brasil?,"O pior já passou, a tendência é melhorar",0.00,0.00,0.00,7.67
4 - A relação com Marcas,QUARENTENA RELATIVA; DESEJO DE IMUNIDADE ,Q93 (ADICIONADA ONDA 14). Qual das opções abaixo reflete mais a sua opinião em relação à evolução dos casos de Coronavírus no Brasil?,"Não sabem avaliar, sinto que tudo é ainda muito incerto",0.00,0.00,0.00,25.90
4 - A relação com Marcas,,Q93 (ADICIONADA ONDA 14). Qual das opções abaixo reflete mais a sua opinião em relação à evolução dos casos de Coronavírus no Brasil?,Ainda temos que esperar mais para voltar ao normal,0.00,0.00,0.00,31.97
4 - A relação com Marcas,,Q93 (ADICIONADA ONDA 14). Qual das opções abaixo reflete mais a sua opinião em relação à evolução dos casos de Coronavírus no Brasil?,As coisas tendem a piorar ainda mais,0.00,0.00,0.00,24.50
4 - A relação com Marcas,,Q93 (ADICIONADA ONDA 14). Qual das opções abaixo reflete mais a sua opinião em relação à evolução dos casos de Coronavírus no Brasil?,Não sabem opinar em relação à evolução dos casos de Coronavírus,0.00,0.00,0.00,5.10
4 - A relação com Marcas,,Q94. (ADICIONADA ONDA 14) Qual das opções abaixo reflete melhor  a sua situação em relação a ficar de quarentena em sua casa ?,Têm condições de fazer quarentena e estão ficando em casa ao máximo e sem contato com outras pessoas,0.00,0.00,0.00,47.23
4 - A relação com Marcas,,Q94. (ADICIONADA ONDA 14) Qual das opções abaixo reflete melhor  a sua situação em relação a ficar de quarentena em sua casa ?,"Têm condições de fazer quarentena, mas às vezes sai para encontrar outras pessoas, tomando os cuidados necessários",0.00,0.00,0.00,21.03
4 - A relação com Marcas,QUARENTENA RELATIVA,Q94. (ADICIONADA ONDA 14) Qual das opções abaixo reflete melhor  a sua situação em relação a ficar de quarentena em sua casa ?,"Não têm condições de fazer quarentena, precisam trabalhar para garantir a renda ",0.00,0.00,0.00,22.03
4 - A relação com Marcas,QUARENTENA RELATIVA; DESEJO DE IMUNIDADE ,Q94. (ADICIONADA ONDA 14) Qual das opções abaixo reflete melhor  a sua situação em relação a ficar de quarentena em sua casa ?,Não estou fazendo e não pretendo fazer a quarentena independente de ter ou não condições para isso,0.00,0.00,0.00,2.27
4 - A relação com Marcas,,Q94. (ADICIONADA ONDA 14) Qual das opções abaixo reflete melhor  a sua situação em relação a ficar de quarentena em sua casa ?,Não sabem opinar em relação a ficar de quarentena em sua casa,0.00,0.00,0.00,7.43
4 - A relação com Marcas,,"Q95. (ADICIONADA ONDA 14) Você disse que não tem condições de fazer quarentena, porque precisa trabalhar para garantir sua renda. Se tivesse condições...",Se tivessem condições ficariam em casa ao máximo e sem contato com outras pessoas ,0.00,0.00,0.00,72.24
4 - A relação com Marcas,,"Q95. (ADICIONADA ONDA 14) Você disse que não tem condições de fazer quarentena, porque precisa trabalhar para garantir sua renda. Se tivesse condições...","Se tivessem condições, às vezes sairiam para encontrar outras pessoas, tomando os cuidados necessários",0.00,0.00,0.00,24.95
4 - A relação com Marcas,,"Q95. (ADICIONADA ONDA 14) Você disse que não tem condições de fazer quarentena, porque precisa trabalhar para garantir sua renda. Se tivesse condições...","Não sabem opinar em relação quarentena, se tivessem condições para aderir",0.00,0.00,0.00,2.82
